label,review
1,味道不错，耦盒很好吃！
1,不是说好送王老吉吗？为什么没有？这样不好吧……
1,点了太多次了，味道很香
1,早送到了，忘记点确认了，对不起小哥和店家
1,配送员很好
1,送餐很及时，菜品味道不错！
1,"量很足,确实够厚,大号的吃不完"
1,还是不错的
1,配送非常快，10分钟就送到啦～
1,真不错，还有活动，超值的
1,好喝，大雪天的非常感谢
1,吃好几次了挺好的
1,配送师傅速度很快，态度也好。
1,骑士师傅辛苦了，大冷天的。
1,送餐的叔叔特别温馨！每次都急急忙忙的跑来。谢谢送餐大叔！宇宙家的卷饼味道都很赞！
1,"土豆肉丝卷有妈妈的味道,而且今天送餐还很快,大赞"
1,太贵了，八个饺子大小的包子，几口就没了。
1,很快，很好，经常订，谢谢师傅
1,肥肠超级多！量很足！一直很喜欢他家的菜品
1,送餐准时，服务到位，非常好。
1,很不错，口味很好，但是送过来的时候只有一个袋子在外面，没有保温措施，粥已经有些凉了。
1,非常不错，味道也非常好！
1,挺好吃的，也干净，小炒肉很解馋
1,还不错！这次点的是饭，没有立减的话，那就不值二十元这个价！
1,。送餐员特好的说话。。。。。。
1,快递很及时，很方便很好
1,"还不错,就是一盘京将肉丝"
1,挺好的，送的很快，包装很好，肉太多了，吃不了也是醉了
1,速度很快，不错啊
1,送的快，下单没多久就到了
1,还可以吧！！！送餐很快
1,"汤很好的说,送餐很快,棒棒da"
1,"好吃,而且很快,送外卖的师傅辛苦了"
1,挺好吃的，好吃不能怕贵，值得
1,"挺不错,老想吃,贵也吃,第一次吃就吃好了"
1,"很客气的大叔，卷饼very,good"
1,好评一个。干嘛非要10字以上！！！
1,便宜实惠量足好吃！
1,吃了几回了，味道很好，实惠，商家考虑很周到，包装好，服务也好，满意，还会再来的哦！谢谢了！
1,第二次买了，味道很好!
1,太好吃了，不是第一次点他家的饺子了。皮薄馅大，真不错。送餐师傅很及时。
1,很快，不错。
1,很好，热干面有点干了，但是是正常的，好吃。
1,不错，卷皮厚了一些
1,还可以，就是米饭偏硬了点
1,味道比以前有改善！
1,吃过好几次了，味道挺不错的，外卖送的很快，喜欢
1,煎饼很好吃！送餐很快！
1,包装精美，味道可以，赞
1,快递大哥很负责任，相当棒
1,有点辣还行吧，米饭少
1,不错，很好吃。
1,北菇滑鸡饭稍微有些咸
1,很好…送餐很快，菜也很好吃
1,味道还是那么好，服务也很好，就是速度再快点就更好了
1,味道不错，能看到送餐员的行踪
1,太麻了，青笋有点小，米饭给的也不多，土豆片都碎了，找不到了
1,现在的送餐速度是越来越慢
1,第一次少送了，让配送员跑了两次，不好意思！
1,菜品味道好，师傅送货快
1,快递小哥很速度，辛苦啦！
1,快递师傅特别好，大冷天真不容易
1,"定的11点45送达,这10点半就到了,上班没法吃,一会只能吃凉的了"
1,"我想说我的皮蛋瘦肉粥呢,就光把卷饼送来了,粥呢？"
1,菜味道不错哦！快递小哥也超赞，送货速度超快，态度超好，菜送过来时热腾腾的！
1,很好很速度
1,大雪天，辛苦了百度骑士，赞
1,很准时，还热着呢，满意
1,感谢配送员，我选错了地址，他也帮我送了，感谢！
1,"都很好吃,可是沙拉里面有一颗肉虫,差点就吃进去了…,希望店家洗菜注意"
1,土豆丝卷饼好好吃
1,送餐非常快，给快递小哥一个
1,服务热情周到，菜品可口
1,"为什么不能用代金券,为什么没有满减,下次不定了"
1,鸡肉有点老，味道不错
1,好吃，这个评价够了吗
1,送餐很快。很方便。谢谢
1,还好吧，披萨不会再要这个了，可以试试其它的
1,送货的小哥服务超好的
1,还可以吧。没有土豆丝的好吃。个人感觉。哈哈
1,速度快………………棒棒的
1,超级超级美味
1,谢谢咯，辛苦了。
1,外卖小哥很赞！送的很快养乐多好喝！
1,服务很好！少了豆浆，又特地送来
1,味道还行，量不大够。
1,奶茶很好喝，快递小哥也超给力！赞一个，辛苦了。
1,送餐速度很快，饼很好吃
1,送餐员辛苦，饭也好吃，继续购买
1,就是有点慢
1,里面加肉的有些腻，下次尝尝土豆丝的~~但是超级好吃~~
1,略慢，不过很好吃，五星好评，点个赞。
1,不错，不错，用百度外卖太方便啦！
1,凉面味道确实不错，豆浆好喝。速度快。
1,"好快啊,第二次吃了依然很棒"
1,味道不错，送餐及时，态度很好
1,送餐师傅服务超好！满意！
1,"其它都挺好,就是鸡柳煎饼太难吃了,太重口味了,吃完直恶心"
1,"汤包还是挺好吃的,再次订了"
1,速度还可以！下着雨呢
1,味道不错，速度很快。
1,还好吧就是这个时间啊！两个半小时！也就1.5公里距离！这个时间1我走着来回两次都够了
1,挺好的，挺快的
1,煎饼很给力
1,感谢骑士师傅，辛苦了！回家路上定了餐，到家没多久就收到了！赞
1,好吃又便宜
1,3个小时……
1,"很好吃的。评价晚了。,嘿嘿"
1,今天下雪。天气寒冷。辛苦送餐员了
1,"速度需努力，再接再厉,,"
1,谢谢送餐师傅，饭菜也比较可口。。。
0,"太坑了，要了奶黄包,送来两份豆沙包,给客服打电话说补送一份，结果送来还是豆沙包"
0,一个半小时才送过来，然而没有粥。。。。我也在怀疑这是不是牛肉蔬菜的。。。。外卖大哥坚持自己没送错，餐厅电话一直在通话。。。。
0,豆腐脑和豆浆洒的到处都是，煎饼成泡饼了，真无语
0,"太慢了,慢的不行,而且外卖肉少的可怜"
0,菜量比在店里吃的少很多，大家注意吧，谨慎下单！
0,我点的20元的牛肉蔬菜卷，送来的是8元的尖椒土豆丝
0,没有优惠差评！
0,没想到已经凉了，比必胜宅送，差远了。起码那个是热的！
0,比别人先定的还比别人后到是什么原因
0,送餐员态度恶劣，延迟送饭。导致披萨凉透，而且只提供一套餐具，不核对餐品是否齐全调头就走。
0,优惠结束了。。
0,下午1点送到的，面都坨了。没有吃
0,吃了一半就吃不下去了，里面尽是肥肉，吃完就开始难受，拉了一下午肚子，再也不吃了！
0,少发一份青笋，外卖量比较少
0,送餐师傅也不容易可以体谅，不过这咖啡撒的也是可以的，白色的星巴克纸杯几乎都撒成咖啡色了，其他师傅送也没有出现这么严重的撒漏，只能是希望师傅以后路上小心一些，毕竟买的就是质量
0,预计11：30到达的，12：35才送，那也就算了，质量也不如以前了，面皮是有点生。
0,减量了吗，没有咸淡味，菜也很少。
0,和之前吃的完全不一样，豆芽和汤多其他的量明显减少了
0,送餐很慢！送来都冷了，味道也不好，
0,送餐时间上太差劲
0,太差劲了~送餐晚了就算了，还让人自己去取餐，是你送外卖还是我送的，自己下去，还订餐做什么！
0,时间有点长，所以化了！
0,鱼可以，豆腐这次好像没盐。主要是送餐太慢。要啊饿死了。
0,点了三碗汤，不给勺怎么用！！！专门留言要勺了你们眼瞎！！！
0,质量变差了，因为定的太多了？
0,"还有比差评更差的评吗,小迂腐这名儿起的贴切,近两个小时不送,店家还失联,送来了打开一看一度以为送错了,红烧排骨套餐有一块排骨吗,这样的店还有存在的必要吗"
0,"给了半盒子海带,不是人吃的东西"
0,"太慢了,一个多小时才送来,差点耽误事"
0,味道真的很一般
0,送的挺快的并且食品还是很好的跟以前一样我喜欢的口味，但是我要的发票没有送来呀
0,经常吃，但是这次菜量是以前的一半，根本吃不饱
0,老汤捞饭味道有点奇怪，有点咸
0,差评，差评，差评！！！！！！！！都没给送餐，把钱退给我行吗？以后再也不定了！！！
0,未按照约定时间送达
0,没有发票，送餐时间晚，
0,咖啡都洒出来了，杯子都湿了
0,等了70多分钟，餐都凉了
0,太少了吧，一盒都没满，谁家干锅这么少的菜，还是小盒的还那么贵，，等了好久，太不诚心了
0,慢的要死，一点也不好吃！死贵！
0,一个小时才送了，送餐员打电话说到楼下了，结果下去还要等他几分钟，而叫的烧鸡饭，才两三块肉，能不差评吗？！
0,"十一点订的,等到快一点,以后再也不定了"
0,等了两个半小时，也是日了狗了
0,这次味道很咸
0,"我要的是酱香,这个是辣的,不是酱香的那辣"
0,送的很慢，但是味道不错，可以再继续尝试，只是希望提高送餐速度
0,"没味儿,白水一样"
0,披萨很好，但是希望电话通知
0,分量少，不好吃，定了好几份，同事都说不好吃
0,东西好吃，但是要等好久！好久！好久！！！！店里电话打不通，好容易打通了，要了送餐小哥电话，结果是个空号！！！！！真的无语了！！！！
0,非常的慢，没有按时到达，并且售后很差
0,菜量太少了，不够配米饭的
0,说实在的真心不好吃，送餐挺快的。量挺大的，一点味都没有！就米饭还不错，绝对不会再去这家吃了
0,等了整整两个半小时。。
0,"迟到3小时,配送不知道是哪家得,很混乱"
0,送货超慢，已经都凉透了，饼硬的不行。
0,我想说的是，正如评价说的，一点都不好吃！一送来，整个家都臭了，还有那个酸笋太难吃了！！！以前在桂林米粉吃的超好吃！这个一点酸味没有，而且感觉快坏了
0,土豆丝很难吃
0,米线汤都洒外面了
0,不好吃...
0,卷饼没有想象中的大，但肉很多，就是送餐有点慢
0,首先送餐速度奇慢~~催了2次，再次送餐人员态度差~还有菜的质量不太好~
